country,region_name,subregion_name,sector_name,group_name,crag_name,route_name,rock_type,geo,exposure,link,grade,height,pitches,bolt,anchor,type,steepness
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ptasia Turnia","Wielka Paszcza","Wapień","N 50°12'1.926"" E 19°43'29.679""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,97.html","IV","18m","1","5","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ptasia Turnia","Worki Powietrzne","Wapień","N 50°12'1.926"" E 19°43'29.679""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,100.html","VI.1","16m","1","5","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ptasia Turnia","Żółtodziób","Wapień","N 50°12'1.926"" E 19°43'29.679""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,107.html","VI.1","12m","1","3","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Chwila Dla Tatrofila","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,116.html","III","10m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Droga Bały","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,115.html","IV","12m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Jazgoczące Córy Pszczyny","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,119.html","VI.2","10m","1","1","NIE","mieszana","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Listopadowa Niespodzianka","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,117.html","V+","10m","1","4","NIE","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Listopadowa Niespodzianka","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,118.html","VI+","10m","1","3","NIE","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Rude Jest Piękne","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,114.html","IV","12m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Rudy Lls","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7371.html","V","10m","1","-","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Zapas Chromu","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,8078.html","IV+","10m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Ruda","Zejściowa ","Wapień","N 50°12'2.1492"" E 19°43'30.2232""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,113.html","III","12m","1","2","TAK","mieszana","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Bajadera","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,7765.html","VI.2/2+","12m","1","-","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Bulwar zachodzącego słonia","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,5516.html","V","14m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Deptak","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,5515.html","VI.1+","12m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Droga im. Meli Kapłoniak","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,5518.html","V+","14m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Etyka","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,6487.html","V+","15m","1","-","TAK","asekuracja własna","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Komin Sokołowych","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,5519.html","III","14m","1","0","NIE","asekuracja własna","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Kundel.Com.Pl","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,6489.html","V","15m","1","-","TAK","asekuracja własna","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Nie Dla Windziarzy","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,6488.html","VI.2","15m","1","-","TAK","asekuracja własna","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Ogródek Miczurinowski","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,242.html","VI","13m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Pobocze","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,241.html","IV+","12m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Radio-Max","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,6491.html","VI","12m","1","-","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","ReKlama","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,5517.html","V+","14m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Wielka Witkowa","Tatrzańskie Impresje","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,888.html","VI.1","12m","1","-","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek"," Komin Sokołowych","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6374.html","IV","10m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Archibald","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5533.html","VI+","9m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Baby Doll","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6437.html","V","8m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Bajadera","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5531.html","VI.2","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Dziewczyna kierownika","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5530.html","VI.2+","12m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Edward Scyzoryk","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5521.html","VI.1","9m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Filarek grzybiarzy","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5528.html","IV+","12m","1","3","TAK","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Filarek Sokołowych","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5527.html","IV+","14m","1","0","TAK","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Lewe Muminki","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5522.html","VI.1","10m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Off-width ryska","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5529.html","V","12m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Olbrzymek","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5523.html","VI.1+","10m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Opowieści z deszczykiem","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5525.html","VI.1+","12m","1","3","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Prawe Muminki","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5524.html","VI.1+","12m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Speleologia dekoltów","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5526.html","VI.1","14m","1","4","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Teobald","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5532.html","VI.1","9m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Witkowe Skały","Muminek","Łaciata Narzeczona","Wapień","N 50°12'1.8282"" E 19°43'30.8094""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,258.html","VI","9m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Aleja Snajperów","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,122.html","VI.2/2+","12m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Awantura o Baśkę","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,125.html","VI.3","22m","1","9","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Baza Ludzi Umarłych","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,124.html","VI.1","30m","1","11","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Chuck Norris","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,133.html","VI.3","22m","1","8","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Droga Bigaja","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,128.html","V","26m","1","-","TAK","asekuracja własna","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Droga Gruchy","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,129.html","IV+","50m","2","-","TAK","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Droga z Zawodów","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,137.html","IV+","35m","2","6","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Filar Brodła","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,135.html","V+","25m","1","8","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Furia","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,123.html","VI.3+","12m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Mściwe Sutki","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,136.html","V+","10m","1","-","NIE","asekuracja własna","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Okap Malczyka","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,138.html","VI.1","22m","1","-","TAK","asekuracja własna","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Pocahontas","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,126.html","VI.1+","22m","1","8","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Sierotka Marysia","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,127.html","VI","28m","1","-","NIE","asekuracja własna","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Taniec Wampirów","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,131.html","VI.2+","22m","1","8","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Tatrzańskie Krajobrazy","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,132.html","VI+","22m","1","8","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Thriller","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,130.html","VI.4","22m","1","8","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Brodło","Brodło","Zacięcie Trzech Muszkieterów","Wapień","N 50°10'37.9914"" E 19°43'0.012""","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,134.html","V","25m","1","8","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Blue IKEA","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5244.html","VI+","10m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Bulder księżycowy","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5241.html","VI.2","10m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Ciemna strona mocy","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5248.html","VI.1+","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Little Superman","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5243.html","VI+","10m","1","0","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Odpoczynek wojownika","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5246.html","VI.4","12m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Torba Polska","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5245.html","VI.3+","10m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Urodziny teścia","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5247.html","VI.5","15m","1","6","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Torba","Yamaha Girl","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5242.html","V","10m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Pręgierz","Baw się wspinaniem","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,6809.html","VI.5+","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Pręgierz","możliwość","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5252.html","?","10m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Pręgierz","możliwość II","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5253.html","?","10m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Pręgierz","projekt","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5249.html","?","10m","1","0","TAK","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Pręgierz","Rozgrzewka przed zabawą","Wapień","N 50°11'20.004"" E 19°42'42.012""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,5250.html","VI.2","10m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Air Force One","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5262.html","VI.4","16m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Airbus","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5270.html","VI.4+/5","28m","1","9","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Blake – wieczny łowca","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5261.html","VI.3/3+","16m","1","6","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Boening 747","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5259.html","VI.3+","14m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Denominator","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5254.html","VI.3+/4","14m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Dracula","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5264.html","VI.4+","25m","1","10","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Egzorcysta","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6808.html","VI.4/4+","28m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Egzorcysta light","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5271.html","VI.4","28m","1","10","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Gluon","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5263.html","VI.5+","20m","1","7","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Horyzont zdarzeń","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5265.html","VI.5","28m","1","10","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Jumbo Jet","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5257.html","VI.4+","14m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Kanada pachnąca grzybicą","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5258.html","VI.2+","15m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","King Kong","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5267.html","VI.5","35m","1","14","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Małpi trawers","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5272.html","VI.2+","25m","1","7","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Na krzywy ring","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5256.html","VI.3/3+","14m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Szklarki","Kozłowe Skały","Kręta","Omen","Wapień","N 50°11'20.004"" E 19°42'42.012""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,5266.html","VI.4+/5","28m","1","10","TAK","ubezpieczona","pionowa"
